epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,141.219,1.27782,1.96575,1.24768,0.64803,0.5816,0.64024,0.40982,1.89935,2.62133,1.62016,0.000742815,0.000742815,0.000742815
58,143.736,0.95326,1.20805,1.02543,0.63043,0.58245,0.63937,0.44036,1.89611,2.65184,1.6102,0.000726312,0.000726312,0.000726312
59,146.113,1.20426,1.54908,1.0996,0.63043,0.58245,0.63937,0.44036,1.89611,2.65184,1.6102,0.000709809,0.000709809,0.000709809
60,148.404,0.78883,1.20241,1.06422,0.63043,0.58245,0.63937,0.44036,1.89611,2.65184,1.6102,0.000693305,0.000693305,0.000693305
61,150.729,0.98033,1.14577,1.00372,0.63043,0.58245,0.63937,0.44036,1.89611,2.65184,1.6102,0.000676802,0.000676802,0.000676802
62,153.278,1.03184,1.29867,1.12172,0.75965,0.59084,0.64659,0.37317,2.01853,2.69983,1.64921,0.000660299,0.000660299,0.000660299
63,155.586,1.10578,1.24741,1.12937,0.75965,0.59084,0.64659,0.37317,2.01853,2.69983,1.64921,0.000643795,0.000643795,0.000643795
64,158.085,0.96597,1.19256,1.06846,0.75965,0.59084,0.64659,0.37317,2.01853,2.69983,1.64921,0.000627292,0.000627292,0.000627292
65,160.526,0.90906,1.42206,1.03932,0.75965,0.59084,0.64659,0.37317,2.01853,2.69983,1.64921,0.000610789,0.000610789,0.000610789
66,162.918,0.95268,1.14519,1.03619,0.76713,0.59826,0.66197,0.42323,2.03548,2.61008,1.68972,0.000594286,0.000594286,0.000594286
67,165.453,0.81199,1.12129,0.97567,0.76713,0.59826,0.66197,0.42323,2.03548,2.61008,1.68972,0.000577782,0.000577782,0.000577782
68,167.878,1.07947,1.57964,1.20206,0.76713,0.59826,0.66197,0.42323,2.03548,2.61008,1.68972,0.000561279,0.000561279,0.000561279
69,170.332,1.07146,1.28203,1.07937,0.76713,0.59826,0.66197,0.42323,2.03548,2.61008,1.68972,0.000544776,0.000544776,0.000544776
70,172.705,1.0686,1.4552,1.14454,0.76597,0.60567,0.6565,0.41905,2.13541,2.54928,1.76148,0.000528272,0.000528272,0.000528272
71,175.124,0.89733,1.11935,0.99968,0.76597,0.60567,0.6565,0.41905,2.13541,2.54928,1.76148,0.000511769,0.000511769,0.000511769
72,177.614,0.87167,1.13649,1.03399,0.76597,0.60567,0.6565,0.41905,2.13541,2.54928,1.76148,0.000495266,0.000495266,0.000495266
73,180.447,0.95876,1.49829,1.10778,0.76597,0.60567,0.6565,0.41905,2.13541,2.54928,1.76148,0.000478762,0.000478762,0.000478762
74,183.066,0.83618,1.34747,1.03327,0.75741,0.60272,0.62874,0.38835,2.16035,2.45428,1.90598,0.000462259,0.000462259,0.000462259
75,185.402,0.86478,1.13647,0.92522,0.75741,0.60272,0.62874,0.38835,2.16035,2.45428,1.90598,0.000445756,0.000445756,0.000445756
76,187.825,0.87517,1.03881,1.02498,0.75741,0.60272,0.62874,0.38835,2.16035,2.45428,1.90598,0.000429253,0.000429253,0.000429253
77,190.059,0.95057,1.14622,1.04642,0.75741,0.60272,0.62874,0.38835,2.16035,2.45428,1.90598,0.000412749,0.000412749,0.000412749
78,192.518,0.78777,1.05194,0.98116,0.71549,0.60829,0.62815,0.39999,2.13615,2.37735,1.99624,0.000396246,0.000396246,0.000396246
79,194.993,0.80225,1.02641,0.97328,0.71549,0.60829,0.62815,0.39999,2.13615,2.37735,1.99624,0.000379743,0.000379743,0.000379743
80,197.579,0.72382,0.98097,0.92586,0.71549,0.60829,0.62815,0.39999,2.13615,2.37735,1.99624,0.000363239,0.000363239,0.000363239
81,200.314,0.70925,1.15562,0.90107,0.71549,0.60829,0.62815,0.39999,2.13615,2.37735,1.99624,0.000346736,0.000346736,0.000346736
82,202.964,0.79461,1.03794,1.02256,0.7069,0.60698,0.63931,0.42622,2.14963,2.37553,2.00405,0.000330233,0.000330233,0.000330233
83,205.243,0.91443,1.23937,1.0797,0.7069,0.60698,0.63931,0.42622,2.14963,2.37553,2.00405,0.000313729,0.000313729,0.000313729
84,207.708,0.91606,1.15349,1.12731,0.7069,0.60698,0.63931,0.42622,2.14963,2.37553,2.00405,0.000297226,0.000297226,0.000297226
85,209.97,0.97926,1.30687,1.07406,0.7069,0.60698,0.63931,0.42622,2.14963,2.37553,2.00405,0.000280723,0.000280723,0.000280723
86,212.321,0.86992,1.03616,0.97919,0.7506,0.60125,0.64087,0.42636,2.06852,2.22932,1.96234,0.00026422,0.00026422,0.00026422
87,214.65,0.78408,1.14447,1.02497,0.7506,0.60125,0.64087,0.42636,2.06852,2.22932,1.96234,0.000247716,0.000247716,0.000247716
88,217.009,0.9126,1.16712,1.06687,0.7506,0.60125,0.64087,0.42636,2.06852,2.22932,1.96234,0.000231213,0.000231213,0.000231213
89,219.39,0.78576,0.98166,0.95639,0.7506,0.60125,0.64087,0.42636,2.06852,2.22932,1.96234,0.00021471,0.00021471,0.00021471
90,221.788,0.67585,1.18985,0.99622,0.7581,0.59809,0.64388,0.45173,2.08797,2.16732,1.98622,0.000198206,0.000198206,0.000198206
91,224.134,0.69774,1.28816,1.00408,0.7581,0.59809,0.64388,0.45173,2.08797,2.16732,1.98622,0.000181703,0.000181703,0.000181703
92,226.636,0.66311,1.2892,0.87546,0.7581,0.59809,0.64388,0.45173,2.08797,2.16732,1.98622,0.0001652,0.0001652,0.0001652
93,229.06,0.70637,1.2984,0.93434,0.7581,0.59809,0.64388,0.45173,2.08797,2.16732,1.98622,0.000148696,0.000148696,0.000148696
94,231.478,0.67248,1.30439,0.93137,0.68402,0.71489,0.68368,0.45331,2.0791,2.08186,1.94884,0.000132193,0.000132193,0.000132193
95,233.717,0.57453,1.28205,0.82495,0.68402,0.71489,0.68368,0.45331,2.0791,2.08186,1.94884,0.00011569,0.00011569,0.00011569
96,236.052,0.65436,1.25379,0.94466,0.68402,0.71489,0.68368,0.45331,2.0791,2.08186,1.94884,9.91865e-05,9.91865e-05,9.91865e-05
97,238.344,0.7788,1.27452,0.97596,0.68402,0.71489,0.68368,0.45331,2.0791,2.08186,1.94884,8.26832e-05,8.26832e-05,8.26832e-05
98,240.815,0.5677,1.46496,0.91654,0.66403,0.70794,0.68438,0.42924,2.10037,2.12971,1.94236,6.61799e-05,6.61799e-05,6.61799e-05
99,243.146,0.57226,1.18684,0.88303,0.66403,0.70794,0.68438,0.42924,2.10037,2.12971,1.94236,4.96766e-05,4.96766e-05,4.96766e-05
100,245.583,0.73405,1.4303,0.92385,0.66403,0.70794,0.68438,0.42924,2.10037,2.12971,1.94236,3.31733e-05,3.31733e-05,3.31733e-05
